t = 0.0, value
0.000000, 1.0
0.000100, 0.9999278622957579
0.000200, 0.9998543065299902
0.000300, 0.9997793330103346
0.000400, 0.9997029420464101
0.000500, 0.9996251339498166
0.000600, 0.9995459090341335
0.000700, 0.9994652676149197
0.000800, 0.999383210009712
0.000900, 0.999299736538025
0.001000, 0.9992148475213501
0.001100, 0.9991285432831551
0.001200, 0.9990408241488828
0.001300, 0.9989516904459511
0.001400, 0.9988611425037514
0.001500, 0.9987691806536483
0.001600, 0.9986758052289791
0.001700, 0.9985810165650525
0.001800, 0.998484814999148
0.001900, 0.9983872008705151
0.002000, 0.9982881745203732
0.002100, 0.99818773629191
0.002200, 0.9980858865302805
0.002300, 0.9979826255826072
0.002400, 0.9978779537979792
0.002500, 0.9977718715274503
0.002600, 0.9976643791240393
0.002700, 0.9975554769427293
0.002800, 0.9974451653404659
0.002900, 0.9973334446761574
0.003000, 0.9972203153106733
0.003100, 0.9971057776068444
0.003200, 0.9969898319294611
0.003300, 0.9968724786452727
0.003400, 0.9967537181229872
0.003500, 0.99663355073327
0.003600, 0.9965119768487433
0.003700, 0.996388996843985
0.003800, 0.9962646110955282
0.003900, 0.9961388199818606
0.004000, 0.9960116238834226
0.004100, 0.9958830231826081
0.004200, 0.9957530182637622
0.004300, 0.995621609513181
0.004400, 0.9954887973191113
0.004500, 0.9953545820717485
0.004600, 0.9952189641632371
0.004700, 0.9950819439876687
0.004800, 0.9949435219410823
0.004900, 0.9948036984214621
0.005000, 0.9946624738287382
0.005100, 0.9945198485647844
0.005200, 0.9943758230334179
0.005300, 0.994230397640399
0.005400, 0.9940835727934292
0.005500, 0.9939353489021512
0.005600, 0.993785726378147
0.005700, 0.9936347056349386
0.005800, 0.9934822870879857
0.005900, 0.9933284711546853
0.006000, 0.9931732582543714
0.006100, 0.9930166488083131
0.006200, 0.9928586432397145
0.006300, 0.9926992419737135
0.006400, 0.9925384454373812
0.006500, 0.9923762540597204
0.006600, 0.9922126682716652
0.006700, 0.9920476885060805
0.006800, 0.9918813151977599
0.006900, 0.9917135487834259
0.007000, 0.9915443897017288
0.007100, 0.9913738383932451
0.007200, 0.9912018953004779
0.007300, 0.9910285608678542
0.007400, 0.9908538355417258
0.007500, 0.9906777197703674
0.007600, 0.9905002140039758
0.007700, 0.990321318694669
0.007800, 0.990141034296485
0.007900, 0.9899593612653824
0.008000, 0.989776300059237
0.008100, 0.9895918511378428
0.008200, 0.9894060149629101
0.008300, 0.9892187919980653
0.008400, 0.9890301827088492
0.008500, 0.9888401875627166
0.008600, 0.9886488070290351
0.008700, 0.9884560415790843
0.008800, 0.9882618916860547
0.008900, 0.9880663578250473
0.009000, 0.9878694404730711
0.009100, 0.9876711401090446
0.009200, 0.9874714572137923
0.009300, 0.9872703922700458
0.009400, 0.9870679457624412
0.009500, 0.9868641181775196
0.009600, 0.986658910003725
0.009700, 0.9864523217314036
0.009800, 0.9862443538528037
0.009900, 0.9860350068620733
0.010000, 0.9858242812552601
0.010100, 0.9856121775303102
0.010200, 0.9853986961870673
0.010300, 0.9851838377272714
0.010400, 0.984967602654558
0.010500, 0.9847499914744574
0.010600, 0.984531004694393
0.010700, 0.9843106428236812
0.010800, 0.9840889063735293
0.010900, 0.9838657958570355
0.011000, 0.9836413117891878
0.011100, 0.9834154546868621
0.011200, 0.9831882250688222
0.011300, 0.9829596234557182
0.011400, 0.9827296503700857
0.011500, 0.9824983063363452
0.011600, 0.9822655918808
0.011700, 0.9820315075316359
0.011800, 0.9817960538189207
0.011900, 0.9815592312746018
0.012000, 0.9813210404325067
0.012100, 0.9810814818283405
0.012200, 0.9808405559996861
0.012300, 0.9805982634860027
0.012400, 0.9803546048286238
0.012500, 0.9801095805707584
0.012600, 0.9798631912574876
0.012700, 0.9796154374357651
0.012800, 0.9793663196544152
0.012900, 0.9791158384641329
0.013000, 0.9788639944174813
0.013100, 0.9786107880688919
0.013200, 0.9783562199746626
0.013300, 0.9781002906929576
0.013400, 0.9778430007838054
0.013500, 0.977584350809098
0.013600, 0.9773243413325903
0.013700, 0.9770629729198984
0.013800, 0.976800246138499
0.013900, 0.976536161557728
0.014000, 0.9762707197487795
0.014100, 0.976003921284705
0.014200, 0.9757357667404116
0.014300, 0.9754662566926623
0.014400, 0.975195391720073
0.014500, 0.9749231724031129
0.014600, 0.9746495993241029
0.014700, 0.9743746730672144
0.014800, 0.9740983942184686
0.014900, 0.9738207633657348
0.015000, 0.9735417810987298
0.015100, 0.9732614480090166
0.015200, 0.9729797646900032
0.015300, 0.9726967317369418
0.015400, 0.9724123497469274
0.015500, 0.9721266193188963
0.015600, 0.9718395410536265
0.015700, 0.9715511155537343
0.015800, 0.9712613434236753
0.015900, 0.9709702252697421
0.016000, 0.9706777617000634
0.016100, 0.9703839533246027
0.016200, 0.9700888007551579
0.016300, 0.9697923046053591
0.016400, 0.9694944654906685
0.016500, 0.9691952840283785
0.016600, 0.9688947608376107
0.016700, 0.9685928965393151
0.016800, 0.9682896917562687
0.016900, 0.9679851471130744
0.017000, 0.9676792632361596
0.017100, 0.9673720407537755
0.017200, 0.967063480295996
0.017300, 0.9667535824947153
0.017400, 0.9664423479836487
0.017500, 0.96612977739833
0.017600, 0.9658158713761107
0.017700, 0.9655006305561589
0.017800, 0.9651840555794582
0.017900, 0.9648661470888066
0.018000, 0.9645469057288146
0.018100, 0.9642263321459056
0.018200, 0.9639044269883124
0.018300, 0.9635811909060784
0.018400, 0.9632566245510547
0.018500, 0.9629307285768999
0.018600, 0.9626035036390781
0.018700, 0.9622749503948587
0.018800, 0.9619450695033144
0.018900, 0.9616138616253201
0.019000, 0.9612813274235522
0.019100, 0.960947467562487
0.019200, 0.9606122827083988
0.019300, 0.9602757735293606
0.019400, 0.959937940695241
0.019500, 0.9595987848777039
0.019600, 0.9592583067502071
0.019700, 0.9589165069880009
0.019800, 0.9585733862681275
0.019900, 0.9582289452694188
0.020000, 0.957883184672496
0.020100, 0.9575361051597681
0.020200, 0.9571877074154306
0.020300, 0.9568379921254643
0.020400, 0.9564869599776339
