TIME,ENERGY
39.989949999999666,2.2162359906780025
39.979949999999334,8.690266676842649
39.969949999999,19.169098298801664
39.95994999999867,33.41136130290751
39.94994999999834,51.1868207905359
39.93994999999801,72.27590683164615
39.929949999997675,96.4692638507552
39.91994999999734,123.56731832448
39.90994999999701,153.37986405989824
39.89994999999668,185.7256643518773
39.88994999999635,220.4320703452958
39.879949999996015,257.3346549547527
39.86994999999568,296.2768617199815
39.85994999999535,337.10966799980525
39.84994999999502,379.6912619311057
39.83994999999469,423.8867326020023
39.829949999994355,469.5677729102385
39.81994999999402,516.612394598748
39.80994999999369,564.9046549804976
39.79994999999336,614.3343948840333
39.78994999999303,664.7969873697446
39.779949999992695,716.1930967847037
39.76994999999236,768.4284477410615
39.75994999999203,821.4136036194715
39.7499499999917,875.063754214794
39.73994999999137,929.2985121565603
39.729949999991035,984.0417177512359
39.7199499999907,1039.2212519073596
39.70994999999037,1094.7688568180818
39.69994999999004,1150.6199640885684
39.68994999998971,1206.7135300081513
39.679949999989375,1262.9918776790403
39.66994999998904,1319.4005457248645
39.65994999998871,1375.8881433133276
39.64994999998838,1432.4062112378215
39.63994999998805,1488.9090888130172
39.629949999987716,1545.353786349173
39.619949999987384,1601.6998629793102
39.60994999998705,1657.9093096223628
39.59994999998672,1713.9464368740812
39.58994999998639,1769.777767625759
39.579949999986056,1825.3719342188033
39.569949999985724,1880.6995799508877
39.55994999998539,1935.7332647566966
39.54994999998506,1990.4473748934029
39.53994999998473,2044.8180364677844
39.529949999984396,2098.8230326483695
39.519949999984064,2152.441724412306
39.50994999998373,2205.6549746826427
39.4999499999834,2258.445075717451
39.48994999998307,2310.7956796178205
39.479949999982736,2362.691731827027
39.469949999982404,2414.1194074983173
39.45994999998207,2465.066050613664
39.44994999998174,2515.5201157405477
39.43994999998141,2565.471112318346
39.429949999981076,2614.909551370306
39.419949999980744,2663.8268945411614
39.40994999998041,2712.2155053645856
39.39994999998008,2760.068602668414
39.38994999997975,2807.380216029339
39.37994999997942,2854.1451431922956
39.369949999979085,2900.358909373195
39.35994999997875,2946.0177283669263
39.34994999997842,2991.11846538566
39.33994999997809,3035.65860155558
39.32994999997776,3079.636200003001
39.319949999977425,3123.0498734636512
39.30994999997709,3165.8987533515738
39.29994999997676,3208.182460226628
39.28994999997643,3249.9010756021275
39.2799499999761,3291.0551150363863
39.269949999975765,3331.645502454351
39.25994999997543,3371.6735456476063
39.2499499999751,3411.1409129031467
39.23994999997477,3450.0496107133026
39.22994999997444,3488.4019625212145
39.219949999974105,3526.2005884580044
39.20994999997377,3563.448386029656
39.19994999997344,3600.1485117132625
39.18994999997311,3636.3043634239984
39.17994999997278,3671.919563815705
39.169949999972445,3706.997944379517
39.15994999997211,3741.5435303063796
39.14994999997178,3775.5605260807665
39.13994999997145,3809.0533017741454
39.12994999997112,3842.026380008125
39.119949999970785,3874.4844235584005
39.10994999997045,3906.432223571779
